mean=0_0_0_0_0,0.2424,0.2424,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.262738853503,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.262738853503,133,133,165,165,165,8,8,8,8,8
mean=0_0_0_0_1,0.2149,0.2055,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.125627230373,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.0785575910408,133,133,165,165,165,8,8,8,8,8
mean=0_0_0_0_2,0.2145,0.1914,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.1235,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.00781073126556,133,133,165,165,165,8,8,8,8,8
mean=0_0_0_0_3,0.2331,0.1939,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.2166,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.020260130065,133,133,165,165,197,8,8,8,8,8
mean=0_0_0_0_4,0.2132,0.1925,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.1168,0.21178343949_0.21178343949_0.262738853503_0.262738853503_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_0_0_1_1,0.187,0.1687,0.21178343949_0.21178343949_0.21178343949_0.149804467488_0.149804467488,0.21178343949_0.21178343949_0.21178343949_0.104036348366_0.104036348366,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_1_2,0.1831,0.151,0.21178343949_0.21178343949_0.21178343949_0.149804467488_0.1303,0.21178343949_0.21178343949_0.21178343949_0.104036348366_0.0155082635273,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_1_3,0.2057,0.157,0.21178343949_0.21178343949_0.262738853503_0.125627230373_0.2166,0.21178343949_0.21178343949_0.262738853503_0.0785575910408_0.020260130065,133,133,165,165,165,8,8,8,8,8
mean=0_0_0_1_4,0.1816,0.1519,0.21178343949_0.21178343949_0.21178343949_0.149804467488_0.1228,0.21178343949_0.21178343949_0.21178343949_0.104036348366_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_2_2,0.1792,0.1333,0.21178343949_0.21178343949_0.21178343949_0.1303_0.1303,0.21178343949_0.21178343949_0.21178343949_0.0155082635273_0.0155082635273,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_2_3,0.1965,0.1342,0.21178343949_0.21178343949_0.21178343949_0.1303_0.2166,0.21178343949_0.21178343949_0.21178343949_0.0155082635273_0.020260130065,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_2_4,0.1777,0.1342,0.21178343949_0.21178343949_0.21178343949_0.1303_0.1228,0.21178343949_0.21178343949_0.21178343949_0.0155082635273_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_3_3,0.2137,0.1352,0.21178343949_0.21178343949_0.21178343949_0.2166_0.2166,0.21178343949_0.21178343949_0.21178343949_0.020260130065_0.020260130065,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_3_4,0.195,0.1351,0.21178343949_0.21178343949_0.21178343949_0.2166_0.1228,0.21178343949_0.21178343949_0.21178343949_0.020260130065_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_0_0_4_4,0.1762,0.1351,0.21178343949_0.21178343949_0.21178343949_0.1228_0.1228,0.21178343949_0.21178343949_0.21178343949_0.0201072386059_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_0_1_1_1,0.1601,0.1318,0.21178343949_0.21178343949_0.125627230373_0.125627230373_0.125627230373,0.21178343949_0.21178343949_0.0785575910408_0.0785575910408_0.0785575910408,133,133,165,165,165,8,8,8,8,8
mean=0_0_1_1_2,0.1597,0.1177,0.21178343949_0.21178343949_0.125627230373_0.125627230373_0.1235,0.21178343949_0.21178343949_0.0785575910408_0.0785575910408_0.00781073126556,133,133,165,165,165,8,8,8,8,8
mean=0_0_1_1_3,0.1862,0.1282,0.21178343949_0.21178343949_0.149804467488_0.149804467488_0.2078,0.21178343949_0.21178343949_0.104036348366_0.104036348366_0.00925462731366,133,133,197,197,133,8,8,8,8,8
mean=0_0_1_1_4,0.1583,0.1188,0.21178343949_0.21178343949_0.125627230373_0.125627230373_0.1168,0.21178343949_0.21178343949_0.0785575910408_0.0785575910408_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_0_1_2_2,0.1592,0.1035,0.21178343949_0.21178343949_0.125627230373_0.1235_0.1235,0.21178343949_0.21178343949_0.0785575910408_0.00781073126556_0.00781073126556,133,133,165,165,165,8,8,8,8,8
mean=0_0_1_2_3,0.1823,0.1105,0.21178343949_0.21178343949_0.149804467488_0.1303_0.2078,0.21178343949_0.21178343949_0.104036348366_0.0155082635273_0.00925462731366,133,133,197,197,133,8,8,8,8,8
mean=0_0_1_2_4,0.1579,0.1047,0.21178343949_0.21178343949_0.125627230373_0.1235_0.1168,0.21178343949_0.21178343949_0.0785575910408_0.00781073126556_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_0_1_3_3,0.2049,0.1165,0.21178343949_0.262738853503_0.125627230373_0.2078_0.2166,0.21178343949_0.262738853503_0.0785575910408_0.00925462731366_0.020260130065,133,165,165,133,165,8,8,8,8,8
mean=0_0_1_3_4,0.1808,0.1114,0.21178343949_0.21178343949_0.149804467488_0.2078_0.1228,0.21178343949_0.21178343949_0.104036348366_0.00925462731366_0.0201072386059,133,133,197,133,197,8,8,8,8,8
mean=0_0_1_4_4,0.1566,0.1058,0.21178343949_0.21178343949_0.125627230373_0.1168_0.1168,0.21178343949_0.21178343949_0.0785575910408_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_0_2_2_2,0.1588,0.0894,0.21178343949_0.21178343949_0.1235_0.1235_0.1235,0.21178343949_0.21178343949_0.00781073126556_0.00781073126556_0.00781073126556,133,133,165,165,165,8,8,8,8,8
mean=0_0_2_2_3,0.1784,0.0928,0.21178343949_0.21178343949_0.1303_0.1303_0.2078,0.21178343949_0.21178343949_0.0155082635273_0.0155082635273_0.00925462731366,133,133,197,197,133,8,8,8,8,8
mean=0_0_2_2_4,0.1575,0.0905,0.21178343949_0.21178343949_0.1235_0.1235_0.1168,0.21178343949_0.21178343949_0.00781073126556_0.00781073126556_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_0_2_3_3,0.1957,0.0937,0.21178343949_0.21178343949_0.1303_0.2078_0.2166,0.21178343949_0.21178343949_0.0155082635273_0.00925462731366_0.020260130065,133,133,197,133,197,8,8,8,8,8
mean=0_0_2_3_4,0.1769,0.0937,0.21178343949_0.21178343949_0.1303_0.2078_0.1228,0.21178343949_0.21178343949_0.0155082635273_0.00925462731366_0.0201072386059,133,133,197,133,197,8,8,8,8,8
mean=0_0_2_4_4,0.1561,0.0916,0.21178343949_0.21178343949_0.1235_0.1168_0.1168,0.21178343949_0.21178343949_0.00781073126556_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_0_3_3_3,0.2129,0.0947,0.21178343949_0.21178343949_0.2078_0.2166_0.2166,0.21178343949_0.21178343949_0.00925462731366_0.020260130065_0.020260130065,133,133,133,197,197,8,8,8,8,8
mean=0_0_3_3_4,0.1942,0.0946,0.21178343949_0.21178343949_0.2078_0.2166_0.1228,0.21178343949_0.21178343949_0.00925462731366_0.020260130065_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_0_3_4_4,0.1754,0.0946,0.21178343949_0.21178343949_0.2078_0.1228_0.1228,0.21178343949_0.21178343949_0.00925462731366_0.0201072386059_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_0_4_4_4,0.1548,0.0928,0.21178343949_0.21178343949_0.1168_0.1168_0.1168,0.21178343949_0.21178343949_0.0134048257373_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_1_1_1_1,0.139,0.1011,0.21178343949_0.106172157841_0.125627230373_0.125627230373_0.125627230373,0.21178343949_0.0580552040462_0.0785575910408_0.0785575910408_0.0785575910408,133,133,165,165,165,8,8,8,8,8
mean=0_1_1_1_2,0.1422,0.0907,0.21178343949_0.125627230373_0.125627230373_0.125627230373_0.1221,0.21178343949_0.0785575910408_0.0785575910408_0.0785575910408_0.00622594521168,133,165,165,165,133,8,8,8,8,8
mean=0_1_1_1_3,0.1593,0.0913,0.21178343949_0.125627230373_0.125627230373_0.125627230373_0.2078,0.21178343949_0.0785575910408_0.0785575910408_0.0785575910408_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=0_1_1_1_4,0.1372,0.0881,0.21178343949_0.106172157841_0.125627230373_0.125627230373_0.1168,0.21178343949_0.0580552040462_0.0785575910408_0.0785575910408_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_1_1_2_2,0.1417,0.0766,0.21178343949_0.125627230373_0.125627230373_0.1221_0.1235,0.21178343949_0.0785575910408_0.0785575910408_0.00622594521168_0.00781073126556,133,165,165,133,165,8,8,8,8,8
mean=0_1_1_2_3,0.1589,0.0772,0.21178343949_0.125627230373_0.125627230373_0.1235_0.2078,0.21178343949_0.0785575910408_0.0785575910408_0.00781073126556_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=0_1_1_2_4,0.1404,0.0777,0.21178343949_0.125627230373_0.125627230373_0.1221_0.1168,0.21178343949_0.0785575910408_0.0785575910408_0.00622594521168_0.0134048257373,133,165,165,133,165,8,8,8,8,8
mean=0_1_1_3_3,0.1775,0.0797,0.21178343949_0.125627230373_0.125627230373_0.2078_0.2166,0.21178343949_0.0785575910408_0.0785575910408_0.00925462731366_0.020260130065,133,165,165,133,165,8,8,8,8,8
mean=0_1_1_3_4,0.1575,0.0783,0.21178343949_0.125627230373_0.125627230373_0.2078_0.1168,0.21178343949_0.0785575910408_0.0785575910408_0.00925462731366_0.0134048257373,133,165,165,133,165,8,8,8,8,8
mean=0_1_1_4_4,0.1354,0.075,0.21178343949_0.106172157841_0.125627230373_0.1168_0.1168,0.21178343949_0.0580552040462_0.0785575910408_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_1_2_2_2,0.1413,0.0624,0.21178343949_0.125627230373_0.1221_0.1235_0.1235,0.21178343949_0.0785575910408_0.00622594521168_0.00781073126556_0.00781073126556,133,165,133,165,165,8,8,8,8,8
mean=0_1_2_2_3,0.1584,0.063,0.21178343949_0.125627230373_0.1235_0.1235_0.2078,0.21178343949_0.0785575910408_0.00781073126556_0.00781073126556_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=0_1_2_2_4,0.14,0.0636,0.21178343949_0.125627230373_0.1221_0.1235_0.1168,0.21178343949_0.0785575910408_0.00622594521168_0.00781073126556_0.0134048257373,133,165,133,165,165,8,8,8,8,8
mean=0_1_2_3_3,0.1771,0.0655,0.21178343949_0.125627230373_0.1235_0.2078_0.2166,0.21178343949_0.0785575910408_0.00781073126556_0.00925462731366_0.020260130065,133,165,165,133,165,8,8,8,8,8
mean=0_1_2_3_4,0.1571,0.0642,0.21178343949_0.125627230373_0.1235_0.2078_0.1168,0.21178343949_0.0785575910408_0.00781073126556_0.00925462731366_0.0134048257373,133,165,165,133,165,8,8,8,8,8
mean=0_1_2_4_4,0.1386,0.0647,0.21178343949_0.125627230373_0.1221_0.1168_0.1168,0.21178343949_0.0785575910408_0.00622594521168_0.0134048257373_0.0134048257373,133,165,133,165,165,8,8,8,8,8
mean=0_1_3_3_3,0.1957,0.068,0.21178343949_0.125627230373_0.2078_0.2166_0.2166,0.21178343949_0.0785575910408_0.00925462731366_0.020260130065_0.020260130065,133,165,133,165,165,8,8,8,8,8
mean=0_1_3_3_4,0.1757,0.0667,0.21178343949_0.125627230373_0.2078_0.2166_0.1168,0.21178343949_0.0785575910408_0.00925462731366_0.020260130065_0.0134048257373,133,165,133,165,165,8,8,8,8,8
mean=0_1_3_4_4,0.1558,0.0653,0.21178343949_0.125627230373_0.2078_0.1168_0.1168,0.21178343949_0.0785575910408_0.00925462731366_0.0134048257373_0.0134048257373,133,165,133,165,165,8,8,8,8,8
mean=0_1_4_4_4,0.1337,0.062,0.21178343949_0.106172157841_0.1168_0.1168_0.1168,0.21178343949_0.0580552040462_0.0134048257373_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_2_2_2_2,0.1409,0.0483,0.21178343949_0.1221_0.1235_0.1235_0.1235,0.21178343949_0.00622594521168_0.00781073126556_0.00781073126556_0.00781073126556,133,133,165,165,165,8,8,8,8,8
mean=0_2_2_2_3,0.158,0.0489,0.21178343949_0.1235_0.1235_0.1235_0.2078,0.21178343949_0.00781073126556_0.00781073126556_0.00781073126556_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=0_2_2_2_4,0.1395,0.0494,0.21178343949_0.1221_0.1235_0.1235_0.1168,0.21178343949_0.00622594521168_0.00781073126556_0.00781073126556_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_2_2_3_3,0.1776,0.0523,0.21178343949_0.1303_0.1303_0.2078_0.2078,0.21178343949_0.0155082635273_0.0155082635273_0.00925462731366_0.00925462731366,133,197,197,133,133,8,8,8,8,8
mean=0_2_2_3_4,0.1567,0.05,0.21178343949_0.1235_0.1235_0.2078_0.1168,0.21178343949_0.00781073126556_0.00781073126556_0.00925462731366_0.0134048257373,133,165,165,133,165,8,8,8,8,8
mean=0_2_2_4_4,0.1382,0.0505,0.21178343949_0.1221_0.1235_0.1168_0.1168,0.21178343949_0.00622594521168_0.00781073126556_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_2_3_3_3,0.1949,0.0532,0.21178343949_0.1303_0.2078_0.2078_0.2166,0.21178343949_0.0155082635273_0.00925462731366_0.00925462731366_0.020260130065,133,197,133,133,197,8,8,8,8,8
mean=0_2_3_3_4,0.1761,0.0532,0.21178343949_0.1303_0.2078_0.2078_0.1228,0.21178343949_0.0155082635273_0.00925462731366_0.00925462731366_0.0201072386059,133,197,133,133,197,8,8,8,8,8
mean=0_2_3_4_4,0.1553,0.0511,0.21178343949_0.1235_0.2078_0.1168_0.1168,0.21178343949_0.00781073126556_0.00925462731366_0.0134048257373_0.0134048257373,133,165,133,165,165,8,8,8,8,8
mean=0_2_4_4_4,0.1369,0.0516,0.21178343949_0.1221_0.1168_0.1168_0.1168,0.21178343949_0.00622594521168_0.0134048257373_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_3_3_3_3,0.2121,0.0542,0.21178343949_0.2078_0.2078_0.2166_0.2166,0.21178343949_0.00925462731366_0.00925462731366_0.020260130065_0.020260130065,133,133,133,197,197,8,8,8,8,8
mean=0_3_3_3_4,0.1934,0.0541,0.21178343949_0.2078_0.2078_0.2166_0.1228,0.21178343949_0.00925462731366_0.00925462731366_0.020260130065_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_3_3_4_4,0.1746,0.0541,0.21178343949_0.2078_0.2078_0.1228_0.1228,0.21178343949_0.00925462731366_0.00925462731366_0.0201072386059_0.0201072386059,133,133,133,197,197,8,8,8,8,8
mean=0_3_4_4_4,0.154,0.0523,0.21178343949_0.2078_0.1168_0.1168_0.1168,0.21178343949_0.00925462731366_0.0134048257373_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=0_4_4_4_4,0.1334,0.0504,0.21178343949_0.1048_0.1168_0.1168_0.1168,0.21178343949_0.0_0.0134048257373_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=1_1_1_1_1,0.1178,0.0704,0.106172157841_0.106172157841_0.125627230373_0.125627230373_0.125627230373,0.0580552040462_0.0580552040462_0.0785575910408_0.0785575910408_0.0785575910408,133,133,165,165,165,8,8,8,8,8
mean=1_1_1_1_2,0.121,0.06,0.106172157841_0.125627230373_0.125627230373_0.125627230373_0.1221,0.0580552040462_0.0785575910408_0.0785575910408_0.0785575910408_0.00622594521168,133,165,165,165,133,8,8,8,8,8
mean=1_1_1_1_3,0.1382,0.0606,0.106172157841_0.125627230373_0.125627230373_0.125627230373_0.2078,0.0580552040462_0.0785575910408_0.0785575910408_0.0785575910408_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=1_1_1_1_4,0.1161,0.0573,0.106172157841_0.106172157841_0.125627230373_0.125627230373_0.1168,0.0580552040462_0.0580552040462_0.0785575910408_0.0785575910408_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=1_1_1_2_2,0.1206,0.0458,0.106172157841_0.125627230373_0.125627230373_0.1221_0.1235,0.0580552040462_0.0785575910408_0.0785575910408_0.00622594521168_0.00781073126556,133,165,165,133,165,8,8,8,8,8
mean=1_1_1_2_3,0.1377,0.0464,0.106172157841_0.125627230373_0.125627230373_0.1235_0.2078,0.0580552040462_0.0785575910408_0.0785575910408_0.00781073126556_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=1_1_1_2_4,0.1193,0.047,0.106172157841_0.125627230373_0.125627230373_0.1221_0.1168,0.0580552040462_0.0785575910408_0.0785575910408_0.00622594521168_0.0134048257373,133,165,165,133,165,8,8,8,8,8
mean=1_1_1_3_3,0.1564,0.0489,0.106172157841_0.125627230373_0.125627230373_0.2078_0.2166,0.0580552040462_0.0785575910408_0.0785575910408_0.00925462731366_0.020260130065,133,165,165,133,197,8,8,8,8,8
mean=1_1_1_3_4,0.1364,0.0476,0.106172157841_0.125627230373_0.125627230373_0.2078_0.1168,0.0580552040462_0.0785575910408_0.0785575910408_0.00925462731366_0.0134048257373,133,165,165,133,165,8,8,8,8,8
mean=1_1_1_4_4,0.1143,0.0443,0.106172157841_0.106172157841_0.125627230373_0.1168_0.1168,0.0580552040462_0.0580552040462_0.0785575910408_0.0134048257373_0.0134048257373,133,133,165,165,165,8,8,8,8,8
mean=1_1_2_2_2,0.1202,0.0317,0.106172157841_0.125627230373_0.1221_0.1235_0.1235,0.0580552040462_0.0785575910408_0.00622594521168_0.00781073126556_0.00781073126556,133,165,133,165,165,8,8,8,8,8
mean=1_1_2_2_3,0.1373,0.0323,0.106172157841_0.125627230373_0.1235_0.1235_0.2078,0.0580552040462_0.0785575910408_0.00781073126556_0.00781073126556_0.00925462731366,133,165,165,165,133,8,8,8,8,8
mean=1_1_2_2_4,0.1188,0.0328,0.106172157841_0.125627230373_0.1221_0.1235_0.1168,0.0580552040462_0.0785575910408_0.00622594521168_0.00781073126556_0.0134048257373,133,165,133,165,165,8,8,8,8,8
