mean=0_0_0_0,0.2118,0.2118,0.21178343949_0.21178343949_0.21178343949_0.21178343949,0.21178343949_0.21178343949_0.21178343949_0.21178343949,133,133,133,133,8,8,8,8
mean=0_0_0_1,0.1854,0.1734,0.21178343949_0.21178343949_0.21178343949_0.106172157841,0.21178343949_0.21178343949_0.21178343949_0.0580552040462,133,133,133,133,8,8,8,8
mean=0_0_0_2,0.1894,0.1604,0.21178343949_0.21178343949_0.21178343949_0.1221,0.21178343949_0.21178343949_0.21178343949_0.00622594521168,133,133,133,133,8,8,8,8
mean=0_0_0_3,0.2108,0.1612,0.21178343949_0.21178343949_0.21178343949_0.2078,0.21178343949_0.21178343949_0.21178343949_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_0_0_4,0.185,0.1588,0.21178343949_0.21178343949_0.21178343949_0.1048,0.21178343949_0.21178343949_0.21178343949_0.0,133,133,133,133,8,8,8,8
mean=0_0_1_1,0.159,0.1349,0.21178343949_0.21178343949_0.106172157841_0.106172157841,0.21178343949_0.21178343949_0.0580552040462_0.0580552040462,133,133,133,133,8,8,8,8
mean=0_0_1_2,0.163,0.122,0.21178343949_0.21178343949_0.106172157841_0.1221,0.21178343949_0.21178343949_0.0580552040462_0.00622594521168,133,133,133,133,8,8,8,8
mean=0_0_1_3,0.1844,0.1227,0.21178343949_0.21178343949_0.106172157841_0.2078,0.21178343949_0.21178343949_0.0580552040462_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_0_1_4,0.1586,0.1204,0.21178343949_0.21178343949_0.106172157841_0.1048,0.21178343949_0.21178343949_0.0580552040462_0.0,133,133,133,133,8,8,8,8
mean=0_0_2_2,0.1669,0.109,0.21178343949_0.21178343949_0.1221_0.1221,0.21178343949_0.21178343949_0.00622594521168_0.00622594521168,133,133,133,133,8,8,8,8
mean=0_0_2_3,0.1884,0.1098,0.21178343949_0.21178343949_0.1221_0.2078,0.21178343949_0.21178343949_0.00622594521168_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_0_2_4,0.1626,0.1074,0.21178343949_0.21178343949_0.1221_0.1048,0.21178343949_0.21178343949_0.00622594521168_0.0,133,133,133,133,8,8,8,8
mean=0_0_3_3,0.2098,0.1105,0.21178343949_0.21178343949_0.2078_0.2078,0.21178343949_0.21178343949_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_0_3_4,0.184,0.1082,0.21178343949_0.21178343949_0.2078_0.1048,0.21178343949_0.21178343949_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=0_0_4_4,0.1583,0.1059,0.21178343949_0.21178343949_0.1048_0.1048,0.21178343949_0.21178343949_0.0_0.0,133,133,133,133,8,8,8,8
mean=0_1_1_1,0.1326,0.0965,0.21178343949_0.106172157841_0.106172157841_0.106172157841,0.21178343949_0.0580552040462_0.0580552040462_0.0580552040462,133,133,133,133,8,8,8,8
mean=0_1_1_2,0.1366,0.0835,0.21178343949_0.106172157841_0.106172157841_0.1221,0.21178343949_0.0580552040462_0.0580552040462_0.00622594521168,133,133,133,133,8,8,8,8
mean=0_1_1_3,0.158,0.0843,0.21178343949_0.106172157841_0.106172157841_0.2078,0.21178343949_0.0580552040462_0.0580552040462_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_1_1_4,0.1322,0.082,0.21178343949_0.106172157841_0.106172157841_0.1048,0.21178343949_0.0580552040462_0.0580552040462_0.0,133,133,133,133,8,8,8,8
mean=0_1_2_2,0.1405,0.0706,0.21178343949_0.106172157841_0.1221_0.1221,0.21178343949_0.0580552040462_0.00622594521168_0.00622594521168,133,133,133,133,8,8,8,8
mean=0_1_2_3,0.162,0.0713,0.21178343949_0.106172157841_0.1221_0.2078,0.21178343949_0.0580552040462_0.00622594521168_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_1_2_4,0.1362,0.069,0.21178343949_0.106172157841_0.1221_0.1048,0.21178343949_0.0580552040462_0.00622594521168_0.0,133,133,133,133,8,8,8,8
mean=0_1_3_3,0.1834,0.0721,0.21178343949_0.106172157841_0.2078_0.2078,0.21178343949_0.0580552040462_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_1_3_4,0.1576,0.0698,0.21178343949_0.106172157841_0.2078_0.1048,0.21178343949_0.0580552040462_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=0_1_4_4,0.1319,0.0675,0.21178343949_0.106172157841_0.1048_0.1048,0.21178343949_0.0580552040462_0.0_0.0,133,133,133,133,8,8,8,8
mean=0_2_2_2,0.1445,0.0576,0.21178343949_0.1221_0.1221_0.1221,0.21178343949_0.00622594521168_0.00622594521168_0.00622594521168,133,133,133,133,8,8,8,8
mean=0_2_2_3,0.1659,0.0584,0.21178343949_0.1221_0.1221_0.2078,0.21178343949_0.00622594521168_0.00622594521168_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_2_2_4,0.1402,0.0561,0.21178343949_0.1221_0.1221_0.1048,0.21178343949_0.00622594521168_0.00622594521168_0.0,133,133,133,133,8,8,8,8
mean=0_2_3_3,0.1874,0.0591,0.21178343949_0.1221_0.2078_0.2078,0.21178343949_0.00622594521168_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_2_3_4,0.1616,0.0568,0.21178343949_0.1221_0.2078_0.1048,0.21178343949_0.00622594521168_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=0_2_4_4,0.1359,0.0545,0.21178343949_0.1221_0.1048_0.1048,0.21178343949_0.00622594521168_0.0_0.0,133,133,133,133,8,8,8,8
mean=0_3_3_3,0.2088,0.0599,0.21178343949_0.2078_0.2078_0.2078,0.21178343949_0.00925462731366_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=0_3_3_4,0.183,0.0576,0.21178343949_0.2078_0.2078_0.1048,0.21178343949_0.00925462731366_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=0_3_4_4,0.1573,0.0553,0.21178343949_0.2078_0.1048_0.1048,0.21178343949_0.00925462731366_0.0_0.0,133,133,133,133,8,8,8,8
mean=0_4_4_4,0.1315,0.0529,0.21178343949_0.1048_0.1048_0.1048,0.21178343949_0.0_0.0_0.0,133,133,133,133,8,8,8,8
mean=1_1_1_1,0.1062,0.0581,0.106172157841_0.106172157841_0.106172157841_0.106172157841,0.0580552040462_0.0580552040462_0.0580552040462_0.0580552040462,133,133,133,133,8,8,8,8
mean=1_1_1_2,0.1102,0.0451,0.106172157841_0.106172157841_0.106172157841_0.1221,0.0580552040462_0.0580552040462_0.0580552040462_0.00622594521168,133,133,133,133,8,8,8,8
mean=1_1_1_3,0.1316,0.0459,0.106172157841_0.106172157841_0.106172157841_0.2078,0.0580552040462_0.0580552040462_0.0580552040462_0.00925462731366,133,133,133,133,8,8,8,8
mean=1_1_1_4,0.1058,0.0435,0.106172157841_0.106172157841_0.106172157841_0.1048,0.0580552040462_0.0580552040462_0.0580552040462_0.0,133,133,133,133,8,8,8,8
mean=1_1_2_2,0.1141,0.0321,0.106172157841_0.106172157841_0.1221_0.1221,0.0580552040462_0.0580552040462_0.00622594521168_0.00622594521168,133,133,133,133,8,8,8,8
mean=1_1_2_3,0.1356,0.0329,0.106172157841_0.106172157841_0.1221_0.2078,0.0580552040462_0.0580552040462_0.00622594521168_0.00925462731366,133,133,133,133,8,8,8,8
mean=1_1_2_4,0.1098,0.0306,0.106172157841_0.106172157841_0.1221_0.1048,0.0580552040462_0.0580552040462_0.00622594521168_0.0,133,133,133,133,8,8,8,8
mean=1_1_3_3,0.157,0.0337,0.106172157841_0.106172157841_0.2078_0.2078,0.0580552040462_0.0580552040462_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=1_1_3_4,0.1312,0.0313,0.106172157841_0.106172157841_0.2078_0.1048,0.0580552040462_0.0580552040462_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=1_1_4_4,0.1055,0.029,0.106172157841_0.106172157841_0.1048_0.1048,0.0580552040462_0.0580552040462_0.0_0.0,133,133,133,133,8,8,8,8
mean=1_2_2_2,0.1181,0.0192,0.106172157841_0.1221_0.1221_0.1221,0.0580552040462_0.00622594521168_0.00622594521168_0.00622594521168,133,133,133,133,8,8,8,8
mean=1_2_2_3,0.1395,0.0199,0.106172157841_0.1221_0.1221_0.2078,0.0580552040462_0.00622594521168_0.00622594521168_0.00925462731366,133,133,133,133,8,8,8,8
mean=1_2_2_4,0.1138,0.0176,0.106172157841_0.1221_0.1221_0.1048,0.0580552040462_0.00622594521168_0.00622594521168_0.0,133,133,133,133,8,8,8,8
mean=1_2_3_3,0.161,0.0207,0.106172157841_0.1221_0.2078_0.2078,0.0580552040462_0.00622594521168_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=1_2_3_4,0.1352,0.0184,0.106172157841_0.1221_0.2078_0.1048,0.0580552040462_0.00622594521168_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=1_2_4_4,0.1095,0.0161,0.106172157841_0.1221_0.1048_0.1048,0.0580552040462_0.00622594521168_0.0_0.0,133,133,133,133,8,8,8,8
mean=1_3_3_3,0.1824,0.0215,0.106172157841_0.2078_0.2078_0.2078,0.0580552040462_0.00925462731366_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=1_3_3_4,0.1566,0.0191,0.106172157841_0.2078_0.2078_0.1048,0.0580552040462_0.00925462731366_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=1_3_4_4,0.1309,0.0168,0.106172157841_0.2078_0.1048_0.1048,0.0580552040462_0.00925462731366_0.0_0.0,133,133,133,133,8,8,8,8
mean=1_4_4_4,0.1051,0.0145,0.106172157841_0.1048_0.1048_0.1048,0.0580552040462_0.0_0.0_0.0,133,133,133,133,8,8,8,8
mean=2_2_2_2,0.1221,0.0062,0.1221_0.1221_0.1221_0.1221,0.00622594521168_0.00622594521168_0.00622594521168_0.00622594521168,133,133,133,133,8,8,8,8
mean=2_2_2_3,0.1435,0.007,0.1221_0.1221_0.1221_0.2078,0.00622594521168_0.00622594521168_0.00622594521168_0.00925462731366,133,133,133,133,8,8,8,8
mean=2_2_2_4,0.1178,0.0047,0.1221_0.1221_0.1221_0.1048,0.00622594521168_0.00622594521168_0.00622594521168_0.0,133,133,133,133,8,8,8,8
mean=2_2_3_3,0.1649,0.0077,0.1221_0.1221_0.2078_0.2078,0.00622594521168_0.00622594521168_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=2_2_3_4,0.1392,0.0054,0.1221_0.1221_0.2078_0.1048,0.00622594521168_0.00622594521168_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=2_2_4_4,0.1135,0.0031,0.1221_0.1221_0.1048_0.1048,0.00622594521168_0.00622594521168_0.0_0.0,133,133,133,133,8,8,8,8
mean=2_3_3_3,0.1864,0.0085,0.1221_0.2078_0.2078_0.2078,0.00622594521168_0.00925462731366_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=2_3_3_4,0.1606,0.0062,0.1221_0.2078_0.2078_0.1048,0.00622594521168_0.00925462731366_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=2_3_4_4,0.1349,0.0039,0.1221_0.2078_0.1048_0.1048,0.00622594521168_0.00925462731366_0.0_0.0,133,133,133,133,8,8,8,8
mean=2_4_4_4,0.1091,0.0016,0.1221_0.1048_0.1048_0.1048,0.00622594521168_0.0_0.0_0.0,133,133,133,133,8,8,8,8
mean=3_3_3_3,0.2078,0.0093,0.2078_0.2078_0.2078_0.2078,0.00925462731366_0.00925462731366_0.00925462731366_0.00925462731366,133,133,133,133,8,8,8,8
mean=3_3_3_4,0.182,0.0069,0.2078_0.2078_0.2078_0.1048,0.00925462731366_0.00925462731366_0.00925462731366_0.0,133,133,133,133,8,8,8,8
mean=3_3_4_4,0.1563,0.0046,0.2078_0.2078_0.1048_0.1048,0.00925462731366_0.00925462731366_0.0_0.0,133,133,133,133,8,8,8,8
mean=3_4_4_4,0.1305,0.0023,0.2078_0.1048_0.1048_0.1048,0.00925462731366_0.0_0.0_0.0,133,133,133,133,8,8,8,8
mean=4_4_4_4,0.1048,0.0,0.1048_0.1048_0.1048_0.1048,0.0_0.0_0.0_0.0,133,133,133,133,8,8,8,8
mean=0_0_0_5,0.2841,0.2762,0.21178343949_0.21178343949_0.21178343949_0.501205411865,0.21178343949_0.21178343949_0.21178343949_0.469592105922,133,133,133,133,8,8,8,8
mean=0_0_1_5,0.2577,0.2378,0.21178343949_0.21178343949_0.106172157841_0.501205411865,0.21178343949_0.21178343949_0.0580552040462_0.469592105922,133,133,133,133,8,8,8,8
mean=0_0_2_5,0.2617,0.2248,0.21178343949_0.21178343949_0.1221_0.501205411865,0.21178343949_0.21178343949_0.00622594521168_0.469592105922,133,133,133,133,8,8,8,8
mean=0_0_3_5,0.2831,0.2256,0.21178343949_0.21178343949_0.2078_0.501205411865,0.21178343949_0.21178343949_0.00925462731366_0.469592105922,133,133,133,133,8,8,8,8
mean=0_0_4_5,0.2574,0.2233,0.21178343949_0.21178343949_0.1048_0.501205411865,0.21178343949_0.21178343949_0.0_0.469592105922,133,133,133,133,8,8,8,8
mean=0_0_5_5,0.3565,0.3407,0.21178343949_0.21178343949_0.501205411865_0.501205411865,0.21178343949_0.21178343949_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=0_1_1_5,0.2313,0.1994,0.21178343949_0.106172157841_0.106172157841_0.501205411865,0.21178343949_0.0580552040462_0.0580552040462_0.469592105922,133,133,133,133,8,8,8,8
mean=0_1_2_5,0.2353,0.1864,0.21178343949_0.106172157841_0.1221_0.501205411865,0.21178343949_0.0580552040462_0.00622594521168_0.469592105922,133,133,133,133,8,8,8,8
mean=0_1_3_5,0.2567,0.1872,0.21178343949_0.106172157841_0.2078_0.501205411865,0.21178343949_0.0580552040462_0.00925462731366_0.469592105922,133,133,133,133,8,8,8,8
mean=0_1_4_5,0.231,0.1849,0.21178343949_0.106172157841_0.1048_0.501205411865,0.21178343949_0.0580552040462_0.0_0.469592105922,133,133,133,133,8,8,8,8
mean=0_1_5_5,0.3301,0.3023,0.21178343949_0.106172157841_0.501205411865_0.501205411865,0.21178343949_0.0580552040462_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=0_2_2_5,0.2393,0.1735,0.21178343949_0.1221_0.1221_0.501205411865,0.21178343949_0.00622594521168_0.00622594521168_0.469592105922,133,133,133,133,8,8,8,8
mean=0_2_3_5,0.2607,0.1742,0.21178343949_0.1221_0.2078_0.501205411865,0.21178343949_0.00622594521168_0.00925462731366_0.469592105922,133,133,133,133,8,8,8,8
mean=0_2_4_5,0.235,0.1719,0.21178343949_0.1221_0.1048_0.501205411865,0.21178343949_0.00622594521168_0.0_0.469592105922,133,133,133,133,8,8,8,8
mean=0_2_5_5,0.3341,0.2893,0.21178343949_0.1221_0.501205411865_0.501205411865,0.21178343949_0.00622594521168_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=0_3_3_5,0.2821,0.175,0.21178343949_0.2078_0.2078_0.501205411865,0.21178343949_0.00925462731366_0.00925462731366_0.469592105922,133,133,133,133,8,8,8,8
mean=0_3_4_5,0.2564,0.1727,0.21178343949_0.2078_0.1048_0.501205411865,0.21178343949_0.00925462731366_0.0_0.469592105922,133,133,133,133,8,8,8,8
mean=0_3_5_5,0.3555,0.2901,0.21178343949_0.2078_0.501205411865_0.501205411865,0.21178343949_0.00925462731366_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=0_4_4_5,0.2306,0.1703,0.21178343949_0.1048_0.1048_0.501205411865,0.21178343949_0.0_0.0_0.469592105922,133,133,133,133,8,8,8,8
mean=0_4_5_5,0.3297,0.2877,0.21178343949_0.1048_0.501205411865_0.501205411865,0.21178343949_0.0_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=0_5_5_5,0.4288,0.4051,0.21178343949_0.501205411865_0.501205411865_0.501205411865,0.21178343949_0.469592105922_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=1_1_1_5,0.2049,0.1609,0.106172157841_0.106172157841_0.106172157841_0.501205411865,0.0580552040462_0.0580552040462_0.0580552040462_0.469592105922,133,133,133,133,8,8,8,8
mean=1_1_2_5,0.2089,0.148,0.106172157841_0.106172157841_0.1221_0.501205411865,0.0580552040462_0.0580552040462_0.00622594521168_0.469592105922,133,133,133,133,8,8,8,8
mean=1_1_3_5,0.2303,0.1487,0.106172157841_0.106172157841_0.2078_0.501205411865,0.0580552040462_0.0580552040462_0.00925462731366_0.469592105922,133,133,133,133,8,8,8,8
mean=1_1_4_5,0.2046,0.1464,0.106172157841_0.106172157841_0.1048_0.501205411865,0.0580552040462_0.0580552040462_0.0_0.469592105922,133,133,133,133,8,8,8,8
mean=1_1_5_5,0.3037,0.2638,0.106172157841_0.106172157841_0.501205411865_0.501205411865,0.0580552040462_0.0580552040462_0.469592105922_0.469592105922,133,133,133,133,8,8,8,8
mean=1_2_2_5,0.2129,0.135,0.106172157841_0.1221_0.1221_0.501205411865,0.0580552040462_0.00622594521168_0.00622594521168_0.469592105922,133,133,133,133,8,8,8,8
mean=1_2_3_5,0.2343,0.1358,0.106172157841_0.1221_0.2078_0.501205411865,0.0580552040462_0.00622594521168_0.00925462731366_0.469592105922,133,133,133,133,8,8,8,8
mean=1_2_4_5,0.2086,0.1335,0.106172157841_0.1221_0.1048_0.501205411865,0.0580552040462_0.00622594521168_0.0_0.469592105922,133,133,133,133,8,8,8,8
